RECORDID,DAM_NAME,OTHER_DAM_NAME,DAM_FORMER_NAME,STATEID,NIDID,LONGITUDE,LATITUDE,SECTION,COUNTY,RIVER,CITY,DISTANCE,OWNER_NAME,OWNER_TYPE,DAM_DESIGNER,PRIVATE_DAM,DAM_TYPE,CORE,FOUNDATION,PURPOSES,YEAR_COMPLETED,YEAR_MODIFIED,DAM_LENGTH,DAM_HEIGHT,STRUCTURAL_HEIGHT,HYDRAULIC_HEIGHT,NID_HEIGHT,MAX_DISCHARGE,MAX_STORAGE,NORMAL_STORAGE,NID_STORAGE,SURFACE_AREA,DRAINAGE_AREA,HAZARD,EAP,INSPECTION_DATE,INSPECTION_FREQUENCY,STATE_REG_DAM,STATE_REG_AGENCY,SPILLWAY_TYPE,SPILLWAY_WIDTH,OUTLET_GATES,VOLUME,NUMBER_OF_LOCKS,LENGTH_OF_LOCKS,WIDTH_OF_LOCKS,FED_FUNDING,FED_DESIGN,FED_CONSTRUCTION,FED_REGULATORY,FED_INSPECTION,FED_OPERATION,FED_OWNER,FED_OTHER,SOURCE_AGENCY,STATE,SUBMIT_DATE,URL_ADDRESS,CONG_NAME,PARTY,CONG_DIST,OTHERSTRUCTUREID,NUMSEPARATESTRUCTURES,PERMITTINGAUTHORITY,INSPECTIONAUTHORITY,ENFORCEMENTAUTHORITY,JURISDICTIONALDAM,EAP_LAST_REV_DATE
55524,MIDDLE BIG NEMAHA 46,NA,0,NA,NE02470,-96.3646729,40.32619953,SWS12T4R9E,JOHNSON,LOST BR TR-YANKEE CREEK,TECUMSEH,NA,NEMAHA NATURAL RESOURCES DISTRICT,L,USDA NRCS,N,RE,HEK,SK,C,1995,NA,1122,48,59,47,59,5832,3152,292,3152,52,9.6,L,NR,6/15/16,5,Y,NE DNR,U,0,U,148900,0,0,0,USDA NRCS,USDA NRCS,USDA NRCS,NA,USDA NRCS,NA,NA,NA,NE,NE,27-Jul-18,NA,Adrian Smith (R),R,NE03,NA,0,Y,Y,Y,Y,NA
16594,Q POND PARK DAM,NA,NA,NA,IA01818,-93.78019714,41.04439926,"NE,NW,S18,T072N,R25W",CLARKE,TR-S. SQUAW CREEK,OSCEOLA,0,CITY OF OSCEOLA,L,HOWARD R. GREEN,N,RE,HZ,SZ,R,1900,1999,530,34,NA,NA,34,NA,281,107,281,21.9,1.25,L,NR,NA,0,Y,IOWA DNR,U,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,IA,IA,26-Jul-18,NA,David Loebsack (D),D,IA02,NA,0,Y,Y,Y,Y,NA
89871,LAKE HATTIE,ENL OF 1372R AND 1373R,NA,NA,WY00015,-105.8983333,41.24166667,26,ALBANY,LARAMIE RIVER OFFSTREAM,LARAMIE,14,PIONEER-LAKE HATTIE IRRIGATION DISTRICT,P,PAUL A. RECHARD,Y,RE,HEK,SZ,I,1912,1990,1480,43,43,38,43,17750,130182,65260,130182,3032,31.6,S,N,5/13/15,5,Y,SEO,U,100,SV3,103317,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,WY,WY,17-May-18,NA,Liz Cheney (R),R,WY00,NA,0,Y,Y,Y,Y,NA
22320,NA,KSNONAME 385,NA,NA,KS00385,-97.012055,39.456258,"8,7S, 4E",CLAY,WEST FANCY CREEK-TR,NA,NA,"BRANDHORST, A E",P,USDA NRCS,N,RE,X,U,P,1968,NA,850,21,NA,NA,21,NA,52,16,52,NA,NA,L,NR,NA,0,N,KS DEPT. OF AGRICULTURE,U,74,X,12495,0,0,0,NA,USDA NRCS,NA,NA,NA,NA,NA,NA,KS,KS,2-Jul-18,NA,Roger W. Marshall (R),R,KS01,NA,0,N,N,N,N,NA
62043,SAUER LAKE DAM,NA,NA,NA,OH02669,-80.9025,41.32,NA,TRUMBULL,MUD RUN,EAST FARMINGTON,28.4,WILLIAM G. & DOROTHY M. SAUER,P,WILLIAM G. SAUER,NA,RE,NA,NA,R,1955,NA,280,14,NA,NA,14,505,55.9,20.6,55.9,6.2,1.26,L,Y,4/12/16,5,Y,DEPARTMENT OF NATURAL RESOURCES,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,OH,OH,3-Jul-18,NA,Tim Ryan (D),D,OH13,NA,0,Y,Y,Y,Y,27-Jun-17
6908,CHAPMAN,HUGHES CHAPMAN,NA,NA,CO02159,-107.09056,40.18667,NA,RIO BLANCO,LITTLE OAK CREEK,OAK CREEK,9,"PRIMA RANCHES, LLC",P,NA,Y,RE,X,U,I,1940,NA,250,34,34,34,34,200,471,246,471,22,NA,S,Y,6/8/17,2,Y,DWR,U,6,NA,27983,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,CO,CO,12-Jul-18,NA,Scott R. Tipton (R),R,CO03,NA,0,Y,Y,Y,Y,6-Jun-18
1606,SMITH,NA,NA,NA,AL01831,-85.25167,32.87667,NA,CHAMBERS,TR MOORES CREEK,HUGULEY,2,MONROE SMITH,U,NA,N,RE,NA,NA,R,1953,NA,200,NA,28,26,28,60,95,75,95,NA,NA,L,N,NA,0,N,NA,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,AL,AL,30-Sep-15,NA,Mike Rogers (R),R,AL03,NA,0,N,N,N,N,NA
57142,FRANKLIN FALLS HYDRO DAM 2,NA,NA,NA,NH83025,-71.6494,43.4427,NA,MERRIMACK,WINNIPESAUKEE RIVER,FRANKLIN,0,FRANKLIN FALLS HYDRO CORP,P,NA,N,CN,X,U,H,1888,NA,150,20,0,0,20,2000,45,10,45,1.5,457,S,NR,5/20/15,4,Y,NHDES DAM BUREAU,U,70,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NH,NH,20-Jun-18,NA,Ann M. Kuster (D),D,NH02,NA,0,Y,Y,Y,Y,NA
12030,FOWLER POND DAM,NA,NA,NA,GA03114,-82.616667,32.415833,NA,TREUTLEN,ROCKY CREEK,SOPERTON NORTH ENVIRONS,0,"ELLINGTON, JOHN E.",P,JAMES FOWLER,N,RE,X,U,R,1932,NA,490,23,NA,14.9,23,NA,158,113,158,18,405,L,NR,NA,5,N,GA-SAFE DAMS PROGRAM,U,0,X,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,GA,GA,3-Jul-18,NA,Rick W. Allen (R),R,GA12,NA,0,N,Y,N,Y,NA
55868,SILVER CREEK 36,NA,NA,NA,NE02828,-96.28253,41.852984,NWS27T22R10E,BURT,TR-SILVER CREEK,NONE,0,PAPIO MISSOURI RIVER NATURAL RESOURCES DISTRICT,L,NORM KOESTER ENGINEERING,N,RE,HEK,SK,C,2006,NA,588,32,32,31,32,141,37,16,37,4,0.3,L,NR,5/31/18,5,Y,NE DNR,NA,0,NA,12700,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,27-Jul-18,NA,Jeff Fortenberry (R),R,NE01,NA,0,Y,Y,Y,Y,NA
12743,BEAVER POND,NA,NA,NA,GA03982,-83.356111,31.39,NA,BERRIEN,UNKNOWN,NA,0,"STATE OF GEORGIA DEPARTMENT OF NATURAL RESOURCES, WILDLIFE RESOURCES DIVISION",S,PATRICK,N,RE,X,U,R,NA,1993,690,20,NA,18,20,NA,152,115,152,14,116,L,NR,5/17/16,5,N,GA-SAFE DAMS PROGRAM,U,0,X,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,GA,GA,3-Jul-18,NA,Austin Scott (R),R,GA08,NA,0,N,Y,N,Y,NA
53228,GLENHAROLD MINE 143-84-09-3H,PD 143-84-09-3H,NA,NA,ND00852,-101.3239,47.22144,NA,OLIVER,MISSOURI-TR,N,0,GLENHAROLD MINE,P,CONSOLIDATION COAL,N,RE,HEZ,SZ,P,1980,NA,NA,20,NA,NA,20,NA,59.1,19.6,59.1,3.5,0.86,L,NR,4/21/99,0,Y,NDSWC,U,10,X,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,27-Aug-18,NA,Kelly Armstrong (R),R,ND00,NA,0,Y,Y,Y,Y,NA
12306,SELLS LAKE DAM,NA,NA,NA,GA03411,-83.882778,31.256389,NA,COLQUITT,UNKNOWN,NA,0,"SELLS, MARCIA H.",P,UNKNOWN,N,RE,X,U,I,1945,NA,640,14,NA,13,14,NA,123,88,123,16,145,L,NR,NA,5,N,GA-SAFE DAMS PROGRAM,U,0,X,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,GA,GA,3-Jul-18,NA,Austin Scott (R),R,GA08,NA,0,N,Y,N,Y,NA
37429,ALTER DAM,ALTER DAM,NA,NA,MO30634,-91.80375839,36.5520522,"S23,T22N,R08W",HOWELL,TR-SOUTH FORK SPRING RIVER,HARDY ARK,NA,ROBERT N ALTER,P,NA,N,RE,HEZ,SZ,FR,1974,NA,500,25,26,24,26,330,127,78,127,8.1,300.8,L,NR,NA,0,N,NA,U,47,X,17874,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,MO,MO,25-May-18,NA,Jason Smith (R),R,MO08,NA,0,N,N,N,N,NA
28645,UPPER GREEN RIVER FRS NO 5,UPPER GREEN RIVER FRS NO 5,0,NA,KY00341,-84.678266,37.40887,NA,LINCOLN,SOUTH FORK GREEN RIVER,SOUTH FORK,NA,LINCOLN COUNTY SOIL CONSERVATION DISTRICT,L,USDA/USDA NRCS,N,RE,NA,RSZ,C,1959,NA,550,38,38,38,38,NA,309.3,22.5,309.3,5.4,1.56,L,NR,9/19/13,5,Y,KY DIVISION OF WATER,U,0,U,0,0,0,0,USDA NRCS,USDA NRCS,USDA NRCS,NA,USDA NRCS,NA,NA,NA,KY,KY,17-Jul-18,NA,Harold Rogers (R),R,KY05,NA,0,Y,Y,Y,Y,NA
53625,KOINZAN DAM,NA,NA,NA,NE00155,-98.10479,41.703275,NW4SE4S15 T20N R07W,BOONE,TR- DRY CREEK,ALBION,8,WALTER KOINZAN,P,USDA NRCS,N,RE,HEK,SK,G,1970,NA,400,22,NA,NA,22,1022,98,51,98,8,0.766,L,NR,NA,5,N,DWR,U,90,U,10600,0,0,0,NA,USDA NRCS,NA,NA,NA,NA,NA,NA,USDA NRCS,NE,2-Jul-18,NA,Adrian Smith (R),R,NE03,NA,0,N,N,N,N,NA
24709,NA,KSNONAME 2808,NA,NA,KS02808,-94.867541,39.248672,"20,9S, 23E",LEAVENWORTH,MISSOURI RIVER-TR,KANSAS CITY  KANSAS,NA,GREENAMYRE,P,USDA NRCS,N,RE,X,U,COR,1972,NA,380,36,NA,NA,36,NA,64,43,64,NA,NA,L,NR,NA,0,Y,KS DEPT. OF AGRICULTURE,U,38,X,15362,0,0,0,NA,USDA NRCS,NA,NA,NA,NA,NA,NA,KS,KS,2-Jul-18,NA,"Steven C. Watkins, Jr. (R)",R,KS02,NA,0,Y,Y,Y,Y,NA
66431,DURANT LAKE,NA,DURANT LAKE,NA,OK21615,-96.38402,34.081945,32,BRYAN,LITTLE BLUE RIVER,ARMSTRONG,7,CITY OF DURANT,L,NA,NA,RE,HEZ,SZ,S,1994,NA,3450,45,64,45,64,45500,7194,4121,7194,307,17.3,H,Y,9/23/15,1,Y,OWRB,U,4,V: 1;,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,OK,OK,22-Jun-18,NA,Markwayne Mullin (R),R,OK02,NA,0,Y,Y,Y,Y,NA
23263,NA,KSNONAME 1337,NA,NA,KS01337,-96.193034,38.5683,"16,17S, 11E",LYON,DOW CREEK-TR,EMPORIA,NA,"LAW, LOREN",P,USDA NRCS,N,RE,X,U,PR,1972,NA,1020,27,NA,NA,27,NA,60,26,60,NA,NA,L,NR,NA,0,N,KS DEPT. OF AGRICULTURE,U,71,X,9820,0,0,0,NA,USDA NRCS,NA,NA,NA,NA,NA,NA,KS,KS,2-Jul-18,NA,Roger W. Marshall (R),R,KS01,NA,0,N,N,N,N,NA
11550,WORSHAM LAKE DAM,WORSHAM LAKE DAM,NA,NA,GA02574,-83.322222,32.6925,NA,TWIGGS,UNKNOWN,JEFFERSONVILLE COMMUNITY,NA,"WORSHAM, W. F.",P,USDA NRCS,N,RE,X,U,R,1960,NA,350,18,NA,NA,18,NA,95,57,95,9,NA,L,NR,NA,5,N,GA-SAFE DAMS PROGRAM,U,0,X,0,0,0,0,NA,USDA NRCS,USDA NRCS,NA,NA,NA,NA,NA,GA,GA,3-Jul-18,NA,Austin Scott (R),R,GA08,NA,0,N,Y,N,Y,NA
18147,LAKE MIAMI SEDIMENT CONTRO DAM - SOUTH SITE,LAKE MIAMI SOUTH SEDIMENT BASIN,NA,NA,IA03449,-92.8496415,41.1115028,"SW,NW,S20,T073N,R17W",MONROE,TR- BLUFF CREEK,EDDYVILLE,NA,IOWA DEPARTMENT OF NATURAL RESOURCES,S,USDA NRCS,N,RE,HK,SK,G,2000,NA,443,26,NA,NA,26,NA,63,33,63,4.6,0.21,L,NR,NA,0,Y,IOWA DNR,U,1,U,16500,0,0,0,NA,USDA NRCS,USDA NRCS,NA,NA,NA,NA,NA,IA,IA,26-Jul-18,NA,David Loebsack (D),D,IA02,NA,0,Y,Y,Y,Y,NA
44033,MS04769 LAKE DAM,NA,NA,NA,MS04769,-88.9256,33.85204,19,CHICKASAW,NA,NA,0,NA,P,NA,N,RE,X,NA,R,NA,NA,NA,16,NA,NA,16,NA,52,34,52,5,NA,L,NR,NA,0,Y,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,U,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,MS,MS,3-Aug-18,NA,Trent Kelly (R),R,MS01,NA,0,Y,Y,Y,Y,NA
82620,LOUGHNANE STAVINOHA DAM,NA,NA,NA,TX06900,-96.84252,29.803572,NA,FAYETTE,TR-WHITE CREEK,NONE,NA,KEVIN LOUGHNANE,P,USDA NRCS,N,RE,X,U,O,1995,NA,NA,22,NA,19,22,NA,206,82,206,13.5,0.94,NA,NR,NA,0,N,TCEQ,N,0,X1,0,0,0,0,NA,USDA NRCS,NA,NA,NA,NA,NA,NA,TX,TX,23-Jul-18,NA,Michael T. McCaul (R),R,TX10,NA,0,Y,Y,Y,N,NA
60314,LEEDS POND DAM,NA,NA,NA,NY01509,-73.70388889,40.83111111,NA,NASSAU,TR-MANHASSET BAY,NONE,0,WILLIAM LEEDS,P,NA,NA,CNRE,NA,NA,R,1908,NA,390,10,NA,NA,10,NA,64,60,64,19,NA,L,NR,3/31/71,0,Y,NYS DEC,U,18,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NY,NY,18-May-18,NA,Thomas R. Suozzi (D),D,NY03,NA,0,Y,Y,Y,Y,NA
20840,PEABODY COULTERVILLE/GATEWAY/SLURRY CELL 5 DAM,NA,NA,NA,IL50648,-89.6517,38.1688,21;4S;5W;3,RANDOLPH,TRIB PLUM CR,COULTERVILLE,0.1,"PEABODY COULTERVILLE MINING, LLC",P,NPN ENVIRONMENTAL,N,RE,HEK,SK,O,NA,NA,6330,66,NA,NA,66,NA,505,166,505,120.6,0.19,L,Y,5/22/17,5,Y,IDNR,U,3,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,IL,IL,23-Jul-18,NA,Mike Bost (R),R,IL12,NA,0,Y,Y,Y,Y,NA
19389,DONGOLA LAKE DAM,DONGOLA LAKE,0,NA,IL00026,-89.17157,37.36058,25;13S;1W;3,UNION,LITTLE CREEK,DONGOLA,NA,VILLAGE OF DONGOLA,L,R. A. NACK AND ASSOC.,N,RE,X,U,RS,1970,NA,610,34,NA,NA,34,18624,1671,550,1671,70,3.6,H,Y,4/10/14,1,Y,IDNR,U,620,U,0,0,0,0,USDA NRCS,USDA NRCS,USDA NRCS,NA,USDA NRCS,NA,NA,NA,IL,IL,23-Jul-18,NA,Mike Bost (R),R,IL12,NA,0,Y,Y,Y,Y,31-Mar-14
64132,SCS-LITTLE DEEP FORK CREEK SITE-32,NA,SCS-LITTLE DEEP FORK CREEK SITE-32,NA,OK10613,-96.41935322,35.84515836,24,CREEK,TR-CATFISH CREEK,BRISTOW,NA,CREEK CO CONS DIST,S,USDA NRCS,N,RE,HEZ,SZ,C,1960,NA,675,22,22,22,22,1110,444,21,444,6,NA,L,NR,1/1/80,5,Y,OWRB,C,1,V: 1;,0,0,0,0,USDA NRCS,USDA NRCS,USDA NRCS,NA,NA,NA,NA,NA,OK,OK,22-Jun-18,NA,Frank D. Lucas (R),R,OK03,NA,0,Y,Y,Y,Y,NA
74213,SD NONAME 148,NA,NA,NA,SD01993,-101.671667,43.971667,NA,JACKSON,TRIB. BAD RIVER,NONE,0,SCHULTZ,P,NA,N,RE,X,U,P,1948,NA,920,12,12,12,12,600,98,48,98,NA,NA,L,NR,NA,0,Y,DENR,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SD,SD,18-Jun-18,NA,Dusty Johnson (R),R,SD00,NA,0,Y,Y,Y,Y,NA
58245,LADERA DAM NO. 15,LADERA DETENTION BASIN,NA,NA,NM00435,-106.708564,35.121067,T10N R2E,BERNALILLO,LADERA ARROYO,ALBUQUERQUE,0,ALBUQUERQUE METRO ARROYO FLOOD CONTROL AUTHORITY,L,LEVERTON/DENNEY & MCCORNACK/BURNS,N,RE,Z,U,C,1976,NA,8000,10,16,NA,16,11515,1128.35,0,1128.35,272,21,H,N,8/23/13,5,Y,OFFICE OF THE STATE ENGINEER,U,8000,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NM,NM,19-Jul-18,NA,Debra A. Haaland (D),D,NM01,NA,0,Y,Y,Y,Y,NA
41201,TURNER LAKE DAM,NA,NA,NA,MS01340,-88.73144563,31.28925811,19,GREENE,NA,NA,0,NA,P,NA,N,RE,X,NA,R,NA,NA,NA,10,NA,NA,10,NA,200,0,200,NA,NA,L,NR,NA,0,Y,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,U,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,MS,MS,3-Aug-18,NA,Steven M. Palazzo (R),R,MS04,NA,0,Y,Y,Y,Y,NA
70790,WHITEOAK CON CENTER DAM,NA,NA,NA,SC01211,-81.10100966,34.47618575,NA,FAIRFIELD,TR-GAYDENS CREEK,NA,0,SOUTH CAROLINA BAPTIST CONVENTION,P,NA,N,RE,XZ,UZ,R,1977,NA,425,29,NA,NA,29,NA,488,435,488,25,NA,L,NR,5/1/17,5,Y,SC DHEC,U,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SC,SC,17-Aug-18,NA,Ralph Norman (R),R,SC05,NA,0,Y,Y,Y,Y,NA
26453,NA,KSNONAME 4579,NA,NA,KS04579,-97.180568,39.209495,"2,10S, 2E",CLAY,CHAPMAN CREEK-TR,INDUSTRY,NA,"LIVENGOOD, JF",P,USDA NRCS,N,RE,X,U,P,1956,NA,660,18,NA,NA,18,NA,87,20,87,NA,NA,L,NR,NA,0,N,KS DEPT. OF AGRICULTURE,U,65,X,0,0,0,0,NA,USDA NRCS,NA,NA,NA,NA,NA,NA,KS,KS,2-Jul-18,NA,Roger W. Marshall (R),R,KS01,NA,0,N,N,N,N,NA
51953,SALTER DAM,HARDEE DAM,NA,NA,NC04984,-82.67139,35.28639,NA,TRANSYLVANIA,NA,PISGAH FOREST,0,"LAKE SERENITY PROPERTIES, LLC",P,NA,NA,RE,NA,NA,R,NA,NA,115,NA,18.2,14.94,18.2,NA,13.75,8,13.75,2.5,0.328,H,N,5/1/18,0,Y,DEQ,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NC,NC,2-Aug-18,NA,Mark Meadows (R),R,NC11,NA,0,Y,Y,Y,Y,NA
46996,"VIELLEUX, JOE",NA,NA,NA,MT01241,-110.8077,47.9552,S3 25N 7E,CHOUTEAU,DRY FORK COULEE,LOMA,NA,VIELLEUX FARMS,P,USDA NRCS,N,RE,NA,NA,R,1961,NA,567,20,NA,20,20,305,101,22,101,NA,5.63,L,NR,NA,0,Y,DNRC,U,30,NA,0,0,0,0,USDA NRCS,USDA NRCS,NA,NA,NA,NA,NA,NA,MT,MT,17-Jul-18,NA,Greg Gianforte (R),R,MT00,NA,0,Y,Y,Y,Y,NA
77226,CLEAR FORK TRINITY RIVER WS SCS SITE 33 DAM,NA,0,NA,TX01186,-97.696097,32.701333,NA,PARKER,HALE BRANCH,NONE,NA,PARKER COUNTY SWCD;PARKER COUNTY;,L,USDA NRCS,N,RE,XK,UZ,CPR,1957,NA,1160,47,47,47,47,10222,863,176,863,24,1.8,NA,Y,7/27/16,2,Y,TCEQ,U,128,U2;S1,43075,0,0,0,USDA NRCS,USDA NRCS,USDA NRCS,NA,NA,NA,NA,NA,TX,TX,23-Jul-18,NA,Kay Granger (R),R,TX12,NA,0,Y,Y,Y,Y,27-Jan-15
47173,"GIBBS, GEROLD",NA,NA,NA,MT01514,-106.1723,47.2778,S36 18N 43E,GARFIELD,TR-TIMBER CREEK,NONE,NA,GEROLD GIBBS,P,USDA NRCS,N,RE,NA,NA,P,1969,NA,667,21,NA,21,21,700,285,151,285,NA,4.78,L,NR,NA,0,Y,DNRC,U,140,NA,0,0,0,0,USDA NRCS,USDA NRCS,NA,NA,NA,NA,NA,NA,MT,MT,17-Jul-18,NA,Greg Gianforte (R),R,MT00,NA,0,Y,Y,Y,Y,NA
14027,TIMBER RIDGE LAKE DAM,NA,NA,NA,GA05903,-85.408333,34.918889,NA,DADE,NA,WEST BROW,0,"WALKER, DAVID",P,UKNOWN,N,RE,X,U,O,NA,NA,NA,24,NA,NA,24,NA,54,42,54,4,NA,L,NR,NA,5,N,GA-SAFE DAMS PROGRAM,U,0,X,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,GA,GA,3-Jul-18,NA,Tom Graves (R),R,GA14,NA,0,N,Y,N,Y,NA
9489,VIRGIL SMITH DAM,NA,NA,NA,GA00061,-83.031111,31.716667,NA,BEN HILL,UNKNOWN,NONE,0,"SMITH, VIRGIL O.",P,SCS,N,RE,X,U,I,1968,NA,685,16,NA,15,16,NA,88,56,88,9,300,L,NR,NA,5,N,GA-SAFE DAMS PROGRAM,U,0,X,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,GA,GA,3-Jul-18,NA,Austin Scott (R),R,GA08,NA,0,N,N,N,Y,NA
44732,MS05726 LAKE DAM,NA,NA,NA,MS05726,-90.15818,34.52663,28,PANOLA,NA,NA,0,NA,P,NA,N,RE,X,NA,R,NA,NA,NA,19,NA,NA,19,NA,77,46,77,6,NA,L,NR,NA,0,Y,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,U,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,MS,MS,3-Aug-18,NA,Bennie G. Thompson (D),D,MS02,NA,0,Y,Y,Y,Y,NA
82824,LYONS GSS,NA,NA,NA,TX07145,-96.301183,30.420703,NA,BRAZOS,TR-BRAZOS RIVER,NA,0,TOMMY LYONS,P,USDA NRCS,N,RE,HEK,SZ,O,1985,NA,1076,27,28,27,28,NA,147,106,147,12,0.063,NA,NR,NA,0,N,TCEQ,N,0,U1,43492,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,TX,TX,23-Jul-18,NA,Bill Flores (R),R,TX17,NA,0,Y,Y,Y,N,NA
17202,WAYNE CO. ROADGRADE DAM 10-69-21,NA,NA,NA,IA02447,-93.26000214,40.79019928,",NW,S10,T069N,R21W",WAYNE,TR-S. FORK CHARITON RIVER,RATHBUN RESERVOIR,11,WAYNE CO BOARD OF SUPERVISORS,L,NA,N,RE,HZ,SZ,O,1987,NA,485,36,NA,NA,36,NA,88,27,88,4.8,0.28,L,NR,NA,0,Y,IOWA DNR,U,0,NA,26900,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,IA,IA,26-Jul-18,NA,David Loebsack (D),D,IA02,NA,0,Y,Y,Y,Y,NA
20687,MARSEILLES POWER CANAL DAM,"NORTH CHANNEL, HEAD RACE",NA,NA,IL50458,-88.71455,41.32657,"13,35N,4E,3",LA SALLE,MARSEILLES POWER CANAL,MARSEILLES,0,"MIDWEST HYDRO, INC.",P,NA,N,PG,ICK,RK,H,1911,NA,229,15,NA,NA,15,4500,150,106,150,9,8259,L,N,7/20/09,5,Y,IDNR,C,209,"L,11",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,IL,IL,23-Jul-18,NA,Adam Kinzinger (R),R,IL16,NA,0,Y,Y,Y,Y,NA
17561,WOLF CREEK SUBWATERSHED SITE 3-1,WOLF CREEK SWS,0,NA,IA02818,-95.91249847,42.41339874,"NW,NE,S25,T088N,R44W",WOODBURY,TR- EAST FORK WOLF CREEK,LITTLE SIOUX,NA,WOODBURY CO SWCD,L,USDA NRCS,N,RE,HZ,SZ,PC,1972,NA,NA,33,NA,NA,33,NA,24,17,24,3,0.18,L,NR,NA,0,Y,IOWA DNR,U,0,U,21000,0,0,0,USDA NRCS,USDA NRCS,USDA NRCS,NA,NA,NA,NA,NA,IA,IA,26-Jul-18,NA,Steve King (R),R,IA04,NA,0,Y,Y,Y,Y,NA
41771,BENTONIA WATERSHED STRUCTURE 1 DAM,WISE LAKE,0,NA,MS01947,-90.42713554,32.64822838,5,YAZOO,BRICKYARD CREEK,BENTONIA,NA,BENTONIA W/S DR DIST,L,USDA NRCS,N,RE,X,SZ,C,1963,NA,NA,30,NA,NA,30,NA,250,0,250,NA,1.531,L,NR,NA,0,Y,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,U,0,U,0,0,0,0,USDA NRCS,USDA NRCS,USDA NRCS,NA,USDA NRCS,NA,NA,NA,MS,MS,3-Aug-18,NA,Bennie G. Thompson (D),D,MS02,NA,0,Y,Y,Y,Y,NA
8945,MULBERRY (3),NA,NA,NA,FL10055,-81.949997,27.879999,"S7, T30S, R24E",POLK,NORTH PRONG ALAFIA RIVER,MULBERRY,0,MULBERRY PHOSPHATES INC,P,NA,N,OTRE,NA,NA,T,NA,NA,4858,100,105,95,105,110,640,448,640,32,0.05,S,N,NA,0,Y,NA,C,64,NA,6386844,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,FL,FL,3-Aug-18,NA,W. Gregory Steube (R),R,FL17,NA,0,Y,Y,Y,Y,NA
85925,BALL'S MILLPOND DAM,NA,NA,NA,VA103005,-76.5694,37.8095,NA,LANCASTER,NA,NA,0,NA,X,NA,N,RE,NA,NA,OR,NA,NA,NA,10,10,10,10,NA,105,0,105,NA,NA,U,N,NA,1,Y,DEPARTMENT OF CONSERVATION AND RECREATION,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,VA,VA,23-Jul-18,NA,Robert J. Wittman (R),R,VA01,NA,0,Y,Y,Y,Y,NA
1653,CARTER LAKE DAM,NA,NA,NA,AL01886,-87.045,31.29167,NA,CONECUH,TR BEAR CREEK,CASTLEBERRY,1,SAM R CARTER,U,NA,N,RE,NA,NA,R,1965,NA,520,NA,20,18,20,10,58,54,58,NA,NA,L,N,NA,0,N,NA,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,AL,AL,30-Sep-15,NA,Martha Roby (R),R,AL02,NA,0,N,N,N,N,NA
6327,L E D E,NA,NA,NA,CO00934,-106.778891,39.466669,"S09,T.07S,R.84W, 6TH PM",EAGLE,GYPSUM CREEK,GYPSUM,NA,TOWN OF GYPSUM,L,USDA NRCS,Y,RE,HEZ,RSZ,I,1931,2017,340,57,53,57,57,1764,1153,953,1153,36,1,H,Y,11/7/16,1,Y,DWR,U,30,S1,117000,0,0,0,NA,USDA NRCS,NA,NA,NA,NA,NA,NA,CO,CO,12-Jul-18,NA,Scott R. Tipton (R),R,CO03,NA,0,Y,Y,Y,Y,23-Jan-08
