st_abbv,state,strucnum,rectype,nicarid,rtsigprf,deslev,rtnum,dirsuff,hwyagncy,cnty,place,feature,strcture,location,invrte,milept,kmpt,basehwy,lrsnvrte,subrtnum,latitude,latmap,longtude,longmap,bylength,toll,mainresp,owner,funclass,year,laneson,lanesun,avgday,avdayno,yravg,designld,approw,apprdno,brimed,skew,strucflr,rail,transit,appguard,guardend,histsig,navcont,vertclr,vertclno,horclear,horclno,strcstat,onserve,undserve,material,construc,materal2,contruc2,numspan,mnspno,numapp,appno,tothorcl,tothorno,maxspan,maxsplgt,strlengt,strlngno,leftwalk,lftwlkno,ritewalk,rtwalkno,roadwid,rdwidno,deckwid,dckwdno,minverto,mvcono,refeat,minvertu,mvcuno,reffeat2,minlatu,mlcurno,minlatl,mlculno,deck,super,substruc,channel,culvert,mthdoprt,oprat,opratno,mthinvrt,invrat,invratno,strceval,deckgeo,undclear,bripost,waterade,rdalign,typeprop,doneby,length,lengno,inspdate,inspmnth,inspyear,inspfreq,inspfrno,critfrac,critund,critoth,critfrdt,critundt,crtothdt,brdimpro,brdgimno,rdimprov,rdimpno,totlcost,totcstno,impcstyr,ngbrstcd,pcntresp,bordbrno,strahwy,parstruc,dirtraf,tempdes,highinv,fedlndhy,yrrecnst,decktype,typewear,membrane,deckpro,avtraff,avtrafno,desnet,pierpro,nbisleng,scour,futdaily,futdlyno,futyear,minnav,minnavno,fedind,wahquse,stat,aster,suffrate,suffrtno,stat2,bridgecond,bridgecondcd
ID,160,010408000000074,1,1600104080000000741,6,0,01013,0,00,017,00000,UPPER PRIEST RIVER,FS ROUTE 1013,UPPER PRIEST RIVER,9999,0001032,1.032,0,0000000000,00,48491532,48.820922,116582586,-116.97385,999,3,64,64,09,1965,02,00,000050,50,0,5,0910,91,0,25,0,1,1,1,1,4,0,0000,0,00000,0,A,1,5,4,02,4,02,001,1,0002,2,079,7.9,00163,16.3,000274,27.4,005,0.5,005,0.5,0079,7.9,0009,0.9,9999,99.99,N,0000,0,N,000,0,000,0,7,7,7,7,N,8,418,41.8,8,324,32.4,7,6,N,5,9,8,NA,NA,000000,0,0616,06,16,24,24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,2,NA,0,0,1998,1,2,0,0,NA,NA,0,NA,Y,5,000075,75,2038,0000,0,6,4051618,NA,NA,875,87.5,0,G,7
MD,243,200000AA4017030,1,243200000AA40170301,4,1,00938,0,05,003,00000,TRIBUTARY TO PINEY RUN,CLARK ROAD,0.5 MI. W. OF RIDGE RD.,9999,0000000,0,0,NA,00,39100031,39.166753,076432484,-76.723567,008,3,02,02,08,2007,02,00,001531,1531,2016,0,0730,73,0,38,0,1,N,1,0,5,0,0000,0,00000,0,A,1,5,1,19,0,00,004,4,0000,0,072,7.2,00003,0.3,000143,14.3,000,0,000,0,0000,0,0000,0,9999,99.99,N,0000,0,N,000,0,000,0,N,N,N,7,7,1,999,99.9,1,571,57.1,7,N,N,5,7,8,NA,NA,000000,0,1117,11,17,24,24,N,N,N,NA,NA,NA,000000,0,000000,0,000000,0,NA,NA,NA,NA,0,N,2,NA,0,0,0000,N,N,N,N,05,5,0,NA,Y,8,002377,2377,2037,NA,NA,2,4050718,NA,*,994,99.4,0,G,7
OK,406,105810000000000,1,4061058100000000001,4,1,N3250,0,04,103,00000,CREEK,N3250,4W  2.2S OF SH156/US77,9999,0000322,0.322,0,NA,NA,36310704,36.518622,097123960,-97.211,003,3,02,02,09,1947,01,00,000050,50,2016,1,0550,55,0,00,0,0,0,0,0,5,0,0000,0,00000,0,P,1,5,3,02,0,00,001,1,0000,0,049,4.9,00067,6.7,000072,7.2,000,0,000,0,0049,4.9,0049,4.9,9999,99.99,N,0000,0,N,000,0,000,0,7,6,6,6,N,1,318,31.8,1,191,19.1,5,3,N,3,7,8,31,1,002920,292,0816,08,16,24,24,N,N,N,NA,NA,NA,000149,149,000082,82,000236,236,2015,NA,0,_,0,N,3,NA,0,1,0000,8,8,0,0,10,10,0,1,Y,8,000080,80,2036,0000,0,4,0051618,NA,NA,687,68.7,2,F,6
TN,474,47I06400011,1,47447I064000111,1,1,00640,0,01,093,40000,BRANCH,I640,.3 M E OF SR33,9999,0003814,3.814,1,47I0640001,00,36010570,36.01825,083552220,-83.922833,016,3,01,01,11,1970,05,00,079350,79350,2017,5,2710,271,1,18,0,1,N,1,N,4,0,0000,0,00000,0,A,1,5,2,19,0,00,004,4,0000,0,152,15.2,00032,3.2,000133,13.3,000,0,000,0,0000,0,0000,0,9999,99.99,N,0000,0,N,000,0,000,0,N,N,N,5,6,1,891,89.1,1,324,32.4,6,N,N,5,6,8,35,1,001330,133,0416,04,16,24,24,N,N,N,NA,NA,NA,000499,499,000050,50,000749,749,2017,NA,NA,NA,1,N,2,NA,1,0,0000,N,N,N,N,14,14,1,NA,Y,8,121968,121968,2037,NA,NA,4,7052518,NA,*,70,7,0,F,6
TX,486,211090142902004,1,4862110901429020041,3,1,01426,0,21,217,00000,S MAIN DRAINAGE D,FM 1426,2.00 MI S OF SH 107,9999,0003242,3.242,NA,NA,NA,26160769,26.268803,098083164,-98.142122,006,3,01,01,16,1988,05,00,008370,8370,2013,5,1950,195,0,00,0,1,0,0,1,5,0,0000,0,00000,0,A,1,5,5,05,0,00,002,2,0000,0,257,25.7,00152,15.2,000305,30.5,015,1.5,015,1.5,0257,25.7,0301,30.1,9999,99.99,N,0000,0,N,999,99.9,000,0,8,8,7,6,N,5,444,44.4,5,327,32.7,7,9,N,5,6,8,NA,NA,000000,0,0517,05,17,24,24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,2,NA,0,0,2000,9,6,8,8,04,4,0,NA,Y,8,011720,11720,2033,NA,NA,4,8050918,NA,NA,967,96.7,0,G,7
WI,555,B13064700000000,1,555B130647000000001,4,1,00000,2,01,025,25950,WSOR RR,CTH M,CTH D - CTH MM,9999,0000000,0,0,0000000000,00,42570080,42.950222,089233990,-89.394417,009,3,02,02,09,2012,02,00,005582,5582,2015,A,1220,122,0,00,0,N,N,N,N,5,N,0000,0,00000,0,A,1,2,2,01,0,00,003,3,0000,0,122,12.2,00162,16.2,000413,41.3,000,0,000,0,0122,12.2,0013,1.3,9999,99.99,R,0697,6.97,R,069,6.9,007,0.7,7,7,8,N,N,8,515,51.5,8,399,39.9,7,5,7,5,N,8,NA,NA,000000,0,1116,11,16,24,24,N,N,N,NA,NA,NA,000000,0,000000,0,000000,0,2017,NA,NA,NA,0,N,2,NA,0,0,0000,1,1,8,1,03,3,0,NA,Y,N,006140,6140,2035,0000,0,5,5050318,NA,NA,966,96.6,0,G,7
TX,486,240720B33200001,1,486240720B332000011,5,1,00000,0,24,143,13400,MESA DRAIN,HOLMSLEY TRAIL DR,0.15 MI N  OF FM 76,9999,0000933,0.933,NA,NA,NA,31424145,31.711514,106191098,-106.319717,159,3,04,04,19,1970,02,00,000480,480,2010,0,0670,67,0,15,0,0,0,0,0,3,0,0000,0,00000,0,P,1,5,5,00,0,00,001,1,0000,0,011,1.1,00014,1.4,000146,14.6,016,1.6,016,1.6,0011,1.1,0147,14.7,9999,99.99,N,0000,0,N,999,99.9,000,0,7,7,7,7,N,5,327,32.7,5,245,24.5,6,7,N,5,7,8,NA,NA,000000,0,0416,04,16,24,24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,2,NA,0,0,0000,1,1,8,8,01,1,0,NA,Y,8,000501,501,2030,NA,NA,4,8050918,NA,NA,809,80.9,0,G,7
TX,486,240220048501012,1,4862402200485010121,2,1,00385,0,24,043,00000,SPRING CREEK,US 385,23.5 MI S OF US 90,9999,0053626,53.626,NA,NA,NA,29531298,29.886939,103151960,-103.255444,000,3,01,01,07,1961,02,00,000190,190,2013,4,0011,1.1,0,30,0,0,1,1,1,3,0,0000,0,00000,0,A,1,5,1,01,0,00,007,7,0000,0,111,11.1,00076,7.6,000546,54.6,000,0,000,0,0111,11.1,0116,11.6,9999,99.99,N,0000,0,N,999,99.9,000,0,7,7,6,7,N,1,444,44.4,1,308,30.8,6,9,N,5,6,8,NA,NA,000000,0,0417,04,17,24,24,N,N,N,NA,NA,NA,NA,NA,NA,NA,000000,0,NA,NA,NA,NA,0,N,2,NA,0,0,1985,1,6,8,8,20,20,0,NA,Y,8,000270,270,2033,NA,NA,4,8050918,NA,NA,993,99.3,0,F,6
TX,486,161780AA0117002,1,486161780AA01170021,4,1,00101,0,16,355,00000,LEON CREEK,CR 101,0.50 MI SW OF FM 1833,9999,0000805,0.805,NA,NA,NA,27533929,27.894247,097524301,-97.878614,006,3,02,02,09,2005,02,00,000190,190,2015,5,0610,61,0,00,0,1,1,1,0,5,0,0000,0,00000,0,A,1,5,5,00,0,00,005,5,0000,0,085,8.5,00076,7.6,000381,38.1,000,0,000,0,0085,8.5,0091,9.1,9999,99.99,N,0000,0,N,999,99.9,000,0,7,7,7,7,N,5,444,44.4,5,327,32.7,7,6,N,5,7,6,38,1,003690,369,0417,04,17,24,24,N,N,N,NA,NA,NA,000153,153,000038,38,000191,191,NA,NA,NA,NA,0,N,2,NA,0,0,0000,1,1,8,8,01,1,0,NA,Y,8,000180,180,2035,NA,NA,4,8050918,NA,NA,100,10,0,G,7
IN,185,039730,1,1850397301,1,1,00069,0,02,053,00000,TIPPEY DITCH,I-69 NB,00.47 S SR 18,9999,0424084,424.084,1,0000000001,01,40324668,40.5463,085330188,-85.550522,002,3,01,01,01,1963,02,00,014579,14579,2015,5,1220,122,0,30,0,1,1,1,1,5,0,0000,0,00000,0,A,1,5,2,01,0,00,003,3,0000,0,012,1.2,00101,10.1,000262,26.2,000,0,000,0,0012,1.2,0013,1.3,9999,99.99,N,0000,0,N,000,0,000,0,6,6,7,7,N,1,571,57.1,1,345,34.5,6,6,N,5,8,8,NA,1,002620,262,1116,11,16,24,24,N,N,N,NA,NA,NA,000000,0,000000,0,000000,0,NA,NA,NA,NA,1,R,1,NA,1,0,2016,1,3,0,0,20,20,1,NA,Y,8,021562,21562,2031,NA,NA,1,8032817,NA,NA,966,96.6,0,F,6
GA,134,000000004500700,2,1340000000045007002,2,1,00027,0,NA,045,13492,M-808 SOUTH STREET,US 27- SR 16,IN CENTRAL CARROLLTON,0576,0000019,0.019,NA,NA,NA,33343034,33.575094,085044452,-85.079033,006,3,NA,NA,14,1961,04,06,022170,22170,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,02,NA,NA,NA,NA,NA,NA,134,13.4,00155,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,2,NA,1,NA,NA,NA,NA,NA,NA,01,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,3050418,NA,NA,NA,NA,NA,NA,NA
PA,423,000000000027081,1,4230000000000270811,5,1,00000,0,05,089,13328,HYPSY CREEK,HYPSY GAP RD,NORTH OF MCMICHAELS,9999,0000000,0,0,NA,NA,41000252,41.0007,075240827,-75.402297,003,3,03,03,19,1920,02,00,000100,100,1989,1,0490,49,0,30,0,0,0,0,0,5,0,0000,0,00000,0,P,1,5,3,02,0,00,001,1,0000,0,067,6.7,00011,1.1,000119,11.9,000,0,000,0,0067,6.7,0073,7.3,9999,99.99,N,0000,0,N,000,0,000,0,5,4,5,6,N,1,127,12.7,1,073,7.3,3,5,N,0,7,8,35,2,000012,1.2,0416,04,16,24,24,N,N,Y12,NA,NA,0417,000003,3,000003,3,000044,44,NA,NA,0,NA,0,N,2,NA,0,0,NA,4,6,0,0,NA,NA,0,NA,Y,4,000350,350,2030,0000,0,4,2053118,NA,NA,39,3.9,1,P,4
AL,014,010112,1,0140101121,3,3,00147,0,06,081,03076,BRANCH,AL 147 / AL 267,2.4 MI N JCT SR 14,9999,0814479,814.479,1,000AL01470,00,33381010,33.636139,085291960,-85.488778,005,3,01,01,14,1969,04,00,017090,17090,2013,5,2010,201,0,15,0,1,1,1,1,5,0,0000,0,00000,0,A,1,5,1,19,0,00,003,3,0000,0,201,20.1,00034,3.4,000106,10.6,000,0,000,0,0000,0,0000,0,9999,99.99,N,0000,0,N,000,0,000,0,N,N,N,6,5,1,889,88.9,1,889,88.9,5,N,N,5,6,8,NA,NA,001730,173,0916,09,16,24,24,N,N,N,NA,NA,NA,001009,1009,000101,101,001110,1110,2018,NA,0,_,0,N,2,NA,1,0,0000,N,N,N,N,04,4,0,NA,Y,8,024179,24179,2033,0000,0,0,1050418,NA,*,682,68.2,0,F,5
IL,175,010008200000000,1,1750100082000000001,4,1,00000,0,05,019,03370,I-57,FAS 516(ELM ST),LUDLOW,9999,0011506,11.506,0,NA,NA,40230762,40.38545,088080956,-88.135989,003,3,01,01,07,1969,02,04,000200,200,2016,3,0640,64,0,22,0,0,0,0,0,5,N,0000,0,00000,0,A,1,1,4,02,0,00,004,4,0000,0,085,8.5,00222,22.2,000732,73.2,000,0,000,0,0081,8.1,0091,9.1,9999,99.99,H,0488,4.88,H,003,0.3,093,9.3,6,5,7,N,N,7,505,50.5,7,334,33.4,5,5,4,5,N,7,NA,NA,000000,0,0218,02,18,24,24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,N,2,NA,0,0,NA,1,0,0,0,20,20,0,NA,Y,N,000310,310,2032,0000,0,1,7052118,NA,NA,83,8.3,0,F,5
OH,395,4534875,1,39545348751,4,1,T0056,0,05,089,05494,N FORK LIC RV,DUTCH CROSS TR 56,0.1 MI S.OF KNOX CO. LINE,9999,0004907,4.907,0,NA,NA,40161800,40.271667,082382200,-82.639444,006,3,02,02,09,1990,02,00,000209,209,2015,5,0490,49,0,00,0,0,0,0,0,4,0,0000,0,00000,0,A,1,5,3,02,0,00,001,1,0000,0,061,6.1,00183,18.3,000192,19.2,000,0,000,0,0061,6.1,0061,6.1,9999,99.99,N,0000,0,N,000,0,000,0,9,6,6,6,N,6,807,80.7,6,528,52.8,6,4,N,5,6,6,NA,NA,000000,0,1117,11,17,12,12,N,N,N,NA,NA,NA,000000,0,000000,0,000000,0,NA,NA,NA,NA,0,N,2,NA,0,0,0000,6,6,N,N,07,7,0,NA,Y,5,000290,290,2039,0000,0,3,9050418,NA,NA,814,81.4,0,F,6
NM,356,000000000005292,1,3560000000000052921,5,1,04685,1,02,005,64930,HONDO RIVER,FL-4685,0.3 M S US-285/380-ROSWEL,9999,0175096,175.096,1,0000FL4685,00,33232001,33.388892,104312161,-104.522669,000,3,01,01,02,1953,04,00,013048,13048,2017,5,0025,2.5,0,00,0,1,N,N,N,2,N,0000,0,00000,0,A,1,5,1,07,0,00,001,1,0000,0,025,2.5,00113,11.3,000122,12.2,023,2.3,023,2.3,0296,29.6,0303,30.3,9999,99.99,N,0000,0,N,000,0,000,0,7,7,7,6,N,1,454,45.4,1,324,32.4,7,9,N,5,7,8,NA,NA,000000,0,0616,06,16,24,24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,2,NA,1,0,0000,1,6,0,8,08,8,0,NA,Y,5,011112,11112,2037,0000,0,3,5060118,NA,NA,100,10,0,G,7
NC,374,000000000710178,1,3740000000007101781,3,1,01822,0,12,071,00000,HOYLE CREEK,SR1822,0.3 MI. N. JCT. SR1001,9999,0000000,0,0,NA,NA,35225260,35.381278,081093854,-81.160706,005,3,01,01,09,1982,02,00,000570,570,2004,1,0580,58,0,00,0,1,0,0,0,5,0,0000,0,00000,0,A,1,5,3,02,0,00,003,3,0000,0,085,8.5,00091,9.1,000028,2.8,000,0,000,0,0085,8.5,0089,8.9,9999,99.99,N,0000,0,N,000,0,000,0,6,5,7,7,N,1,517,51.7,1,308,30.8,5,5,N,5,7,8,NA,NA,NA,NA,0716,07,16,24,24,N,N,N,NA,NA,NA,000000,0,000000,0,000000,0,NA,NA,NA,NA,0,N,2,NA,0,0,0000,6,6,0,0,06,6,0,1,Y,3,001140,1140,2025,0000,0,3,7041117,NA,NA,852,85.2,0,F,5
NE,317,C001901105,1,317C0019011051,4,1,00011,0,03,037,00000,SHELL CREEK,COUNTY HIGHWAY,2.5E 4.9N OF RICHLAND,9999,0000000,0,0,0000000000,00,41303600,41.51,097091800,-97.155,050,3,02,02,09,1991,02,00,000040,40,2003,5,0670,67,0,00,0,1,1,1,1,5,0,0000,0,00000,0,A,1,5,3,02,0,00,003,3,0000,0,085,8.5,00018,1.8,000366,36.6,000,0,000,0,0085,8.5,0087,8.7,9999,99.99,N,0000,0,N,000,0,000,0,8,8,8,6,N,1,088,8.8,1,526,52.6,8,7,N,5,5,7,NA,NA,NA,NA,1117,11,17,24,24,N,N,N,NA,NA,NA,000000,0,000000,0,000000,0,2012,NA,NA,NA,0,N,2,NA,0,0,0000,1,1,0,0,00,0,0,1,Y,5,000068,68,2033,NA,NA,3,1052318,NA,NA,989,98.9,0,G,8
NY,362,000000001059331,2,3620000000010593312,4,1,00000,0,NA,059,34000,CENTRAL AVENUE,RTE 908M,.6 MI E NYC LINE & SSP,0482,0000000,0,NA,NA,NA,40411274,40.686872,073425565,-73.715458,000,3,NA,NA,16,1956,04,02,019866,19866,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,07,NA,NA,NA,NA,NA,NA,097,9.7,00182,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,L,2,NA,0,NA,NA,NA,NA,NA,NA,00,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,6050318,NA,NA,NA,NA,NA,NA,NA
OH,395,1402250,1,39514022501,3,1,00073,0,08,027,31710,COWAN CREEK,SR 73,3.23 MI E OF US-22 JCT,9999,0024489,24.489,1,0000000073,00,39244387,39.412186,083453918,-83.760883,002,3,01,01,06,1936,02,00,007894,7894,2015,6,1040,104,0,00,0,0,1,1,1,5,0,0000,0,00000,0,A,1,5,3,02,0,00,001,1,0000,0,104,10.4,00259,25.9,000265,26.5,000,0,000,0,0104,10.4,0104,10.4,9999,99.99,N,0000,0,N,000,0,000,0,7,7,7,6,N,7,405,40.5,7,324,32.4,7,4,N,5,8,8,NA,NA,NA,NA,0817,08,17,12,12,N,N,N,NA,NA,NA,000000,0,000000,0,000000,0,NA,NA,NA,NA,0,N,2,NA,0,0,1986,1,2,N,1,13,13,0,NA,Y,5,010957,10957,2039,0000,0,3,9050418,NA,NA,972,97.2,0,G,7
TX,486,180610013409130,1,4861806100134091301,2,1,00380,0,18,121,00000,DRAW,US 380,7.4 MI. W. OF FM 156,9999,0001405,1.405,NA,NA,NA,33143762,33.243783,097223157,-97.375436,008,3,01,01,02,2014,04,00,010850,10850,2013,0,2680,268,0,30,0,0,N,0,1,5,0,0000,0,00000,0,A,1,5,1,19,0,00,003,3,0000,0,154,15.4,00003,0.3,000125,12.5,000,0,000,0,0000,0,0000,0,9999,99.99,N,0000,0,N,999,99.9,000,0,N,N,N,7,7,5,444,44.4,5,327,32.7,7,N,N,5,8,8,NA,NA,000000,0,1215,12,15,24,24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,2,NA,1,0,0000,N,N,N,N,10,10,0,NA,Y,8,015190,15190,2033,NA,NA,4,8050918,NA,*,791,79.1,0,G,7
MN,275,70525,1,275705251,2,1,00169,0,05,139,59350,TH 169R WB,US 169 EB,7.1 MI SW OF JCT TH 494,9999,0000000,0,1,NA,NA,44470154,44.783761,093251603,-93.421119,002,3,01,01,14,1994,02,02,017750,17750,2004,9,1160,116,0,65,0,1,1,1,1,5,N,0000,0,00000,0,A,1,1,4,02,0,00,003,3,0000,0,124,12.4,00646,64.6,000138,13.8,000,0,000,0,0124,12.4,0135,13.5,9999,99.99,H,0585,5.85,H,087,8.7,088,8.8,7,7,7,N,N,1,812,81.2,1,486,48.6,7,7,7,5,N,8,NA,NA,NA,NA,0517,05,17,24,24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,R,1,NA,1,0,NA,1,4,0,1,07,7,0,NA,Y,N,017750,17750,2029,NA,NA,2,7050718,NA,NA,983,98.3,0,G,7
PA,423,000000000010790,1,4230000000000107901,5,0,00000,0,06,029,21624,LITTLE ELK CREEK,WOODS ROAD,2000FT W OF SR472 3908-A9,9999,0000000,0,1,NA,NA,39453059,39.758497,075555771,-75.932697,003,3,03,03,06,1930,02,00,000320,320,1980,5,0550,55,0,00,0,0,0,1,1,5,0,0000,0,00000,0,A,1,5,1,01,0,00,001,1,0000,0,069,6.9,00085,8.5,000094,9.4,000,0,000,0,0069,6.9,0079,7.9,9999,99.99,N,0000,0,N,000,0,000,0,6,6,5,4,N,0,753,75.3,0,445,44.5,5,4,N,5,4,8,NA,NA,000009,0.9,0716,07,16,24,24,N,N,N,NA,NA,NA,000000,0,000000,0,000000,0,NA,NA,0,NA,0,N,2,NA,0,0,1975,1,6,0,0,00,0,0,NA,Y,3,000320,320,1980,0000,0,4,2053118,NA,NA,719,71.9,0,F,5
AL,014,004397,1,0140043971,4,0,00054,0,07,069,90702,THOMAS CREEK,CO RD 54,ALA 52 TO CO RD 48,9999,0000001,0.001,0,000CO00540,00,31165433,31.281758,085090781,-85.152169,002,3,02,02,08,1952,02,00,000655,655,1993,0,0850,85,0,00,0,N,N,N,N,5,0,0000,0,00000,0,A,1,5,1,19,0,00,002,2,0000,0,010,1,00021,2.1,000062,6.2,001,0.1,000,0,0000,0,0000,0,9999,99.99,N,0000,0,N,000,0,000,0,N,N,N,6,6,1,865,86.5,1,519,51.9,6,N,N,5,7,7,35,1,001240,124,0817,08,17,24,24,N,N,N,NA,NA,NA,000237,237,000024,24,000261,261,2018,NA,0,_,0,N,2,NA,0,0,0000,N,6,0,0,07,7,0,NA,Y,8,000917,917,2033,0000,0,0,1050418,NA,*,999,99.9,0,F,6
WI,555,B41007900000000,2,555B410079000000002,5,1,00000,1,NA,081,75350,LRD LEON VALLEY RD,IH 90 EB,1.3M W JCT STH 27,0467,0000000,0,NA,NA,NA,43545486,43.915239,090510181,-90.850503,008,3,NA,NA,09,1968,02,02,000100,100,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,01,NA,NA,NA,NA,NA,NA,008,0.8,00122,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,R,2,NA,0,NA,NA,NA,NA,NA,NA,00,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5050318,NA,NA,NA,NA,NA,NA,NA
MS,284,SA6100000000040,1,284SA61000000000401,4,1,00321,0,05,121,92025,BCH OF CAMPBELLS CREEK,CATO RD,SEC 28 T 3N R 4E        B,9999,0003218,3.218,0,NA,NA,32042060,32.072389,089531800,-89.888333,000,3,02,02,07,1991,02,00,000380,380,2015,5,0730,73,0,15,0,N,N,N,N,5,0,0000,0,00000,0,A,1,5,1,19,0,00,002,2,0000,0,085,8.5,00037,3.7,000073,7.3,000,0,000,0,0000,0,0000,0,9999,99.99,N,0000,0,N,000,0,000,0,N,N,N,7,8,6,541,54.1,6,324,32.4,8,N,N,5,7,8,NA,NA,NA,NA,0816,08,16,24,24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,2,NA,0,0,0000,N,N,N,N,08,8,0,NA,Y,8,000570,570,2035,NA,NA,2,8051017,NA,*,100,10,0,G,8
OH,395,2340364,1,39523403641,4,1,T0222,0,05,045,80206,T GEORGES CR(LONG RD NW),VIO-36 LONG RD,1.0 MI W OF W COLUMBUS ST,9999,0000906,0.906,0,NA,NA,39533657,39.893492,082470990,-82.786083,005,3,02,02,09,1966,02,00,003297,3297,2015,5,0490,49,0,00,0,1,1,1,1,5,0,0000,0,00000,0,A,1,5,5,05,0,00,001,1,0000,0,073,7.3,00131,13.1,000146,14.6,000,0,000,0,0073,7.3,0073,7.3,9999,99.99,N,0000,0,N,000,0,000,0,8,8,6,8,N,0,261,26.1,0,202,20.2,5,2,N,5,7,6,NA,NA,NA,NA,1017,10,17,12,12,N,N,N,NA,NA,NA,000000,0,000000,0,000000,0,NA,NA,NA,NA,0,N,2,NA,0,0,0000,1,6,N,N,05,5,0,NA,Y,8,004576,4576,2039,0000,0,3,9050418,NA,NA,649,64.9,2,F,6
KS,207,514301050000392,1,2075143010500003921,5,1,00000,0,01,209,36000,NEARMAN CREEK,55TH STREET,4030 N. 55TH. ST.,9999,0000000,0,0,NA,00,39093730,39.160361,094421150,-94.703194,005,3,02,02,19,2013,02,00,000819,819,1992,5,0670,67,0,30,0,N,N,N,N,5,0,0000,0,00000,0,A,1,5,1,19,0,00,001,1,0000,0,067,6.7,00064,6.4,000064,6.4,000,0,000,0,0014,1.4,0148,14.8,9999,99.99,N,0000,0,N,000,0,000,0,N,N,N,7,8,1,544,54.4,1,327,32.7,8,9,N,5,7,8,NA,NA,NA,NA,0317,03,17,24,24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,_,0,N,2,NA,0,0,0000,1,1,0,0,50,50,0,NA,Y,8,000825,825,2035,NA,NA,2,0052318,NA,NA,998,99.8,0,G,8
PA,423,000000000026353,1,4230000000000263531,2,1,00022,0,02,087,81784,CARTERS RUN,SR 22-US 22,2 MI W NEWTON HAMILTON,9999,0002892,2.892,1,0000440022,00,40243472,40.409644,077514768,-77.863244,019,3,01,01,02,1948,02,00,004430,4430,2016,5,0980,98,0,45,0,1,1,0,0,5,0,0000,0,00000,0,A,1,5,1,04,0,00,001,1,0000,0,119,11.9,00101,10.1,000104,10.4,002,0.2,002,0.2,0119,11.9,0133,13.3,9999,99.99,N,0000,0,N,000,0,000,0,5,5,5,5,N,1,699,69.9,1,435,43.5,5,5,N,5,6,8,35,2,000010,1,1017,10,17,24,24,N,N,N,NA,NA,NA,000032,32,000250,250,000435,435,NA,NA,0,NA,2,N,2,NA,1,0,0000,1,6,0,0,14,14,0,NA,Y,8,005901,5901,2037,0000,0,4,2053118,NA,NA,793,79.3,0,F,5
